 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element:  F,  Z =   9,  atomic weight = 1.89984E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.85511E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  9
 #
 # Total elastic cross section = 2.88866E-19 cm**2 = 1.03156E-02 a0**2
 # 1st transport cross section = 7.14884E-24 cm**2 = 2.55290E-07 a0**2
 # 2nd transport cross section = 2.04452E-23 cm**2 = 7.30110E-07 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  6.000E+00  2.73905E-03  3.27562E-21  1.16974E-04  0.00000E+00  1.0E-07
  6.100E+00  2.83103E-03  3.06653E-21  1.09508E-04  0.00000E+00  3.6E-07
  6.200E+00  2.92452E-03  2.87386E-21  1.02628E-04  0.00000E+00  6.1E-07
  6.300E+00  3.01952E-03  2.69610E-21  9.62797E-05  0.00000E+00  6.6E-07
  6.400E+00  3.11604E-03  2.53189E-21  9.04153E-05  0.00000E+00  5.7E-07
  6.500E+00  3.21407E-03  2.37999E-21  8.49910E-05  0.00000E+00  3.2E-07
  6.600E+00  3.31362E-03  2.23931E-21  7.99674E-05  0.00000E+00  1.0E-07
  6.700E+00  3.41468E-03  2.10888E-21  7.53094E-05  0.00000E+00  3.3E-07
  6.800E+00  3.51725E-03  1.98781E-21  7.09858E-05  0.00000E+00  5.0E-07
  6.900E+00  3.62133E-03  1.87531E-21  6.69684E-05  0.00000E+00  5.3E-07
  7.000E+00  3.72692E-03  1.77066E-21  6.32314E-05  0.00000E+00  4.3E-07
  7.100E+00  3.83403E-03  1.67321E-21  5.97516E-05  0.00000E+00  2.3E-07
  7.200E+00  3.94265E-03  1.58239E-21  5.65081E-05  0.00000E+00  1.0E-07
  7.300E+00  4.05278E-03  1.49764E-21  5.34819E-05  0.00000E+00  2.9E-07
  7.400E+00  4.16442E-03  1.41850E-21  5.06557E-05  0.00000E+00  4.2E-07
  7.500E+00  4.27757E-03  1.34452E-21  4.80138E-05  0.00000E+00  4.3E-07
  7.600E+00  4.39223E-03  1.27531E-21  4.55421E-05  0.00000E+00  3.4E-07
  7.700E+00  4.50840E-03  1.21050E-21  4.32276E-05  0.00000E+00  1.6E-07
  7.800E+00  4.62608E-03  1.14975E-21  4.10583E-05  0.00000E+00  1.0E-07
  7.900E+00  4.74527E-03  1.09277E-21  3.90235E-05  0.00000E+00  2.6E-07
  8.000E+00  4.86597E-03  1.03928E-21  3.71133E-05  0.00000E+00  3.5E-07
  8.100E+00  4.98817E-03  9.89023E-22  3.53186E-05  0.00000E+00  3.5E-07
